class,row,col,band,gt,pred
Crop,84,88,154,0.016084304079413414,0.014866877347230911
Crop,84,88,155,0.015945646911859512,0.015972916036844254
Crop,84,88,156,0.01774819754064083,0.01742294430732727
Crop,84,88,157,0.01858014427125454,0.017301293089985847
Crop,84,88,158,0.013865779154002666,0.013865779154002666
Crop,84,88,159,0.016500277444720268,0.017670219764113426
Crop,84,88,160,0.019134774804115295,0.017179977148771286
Crop,84,88,161,0.019134774804115295,0.015743646770715714
Crop,84,88,162,0.014420410618185997,0.013854121789336205
Crop,84,88,163,0.013033832423388958,0.012493710964918137
Crop,84,88,164,0.013033832423388958,0.013348330743610859
Crop,84,88,165,0.01275651715695858,0.012521414086222649
Crop,84,88,166,0.011092623695731163,0.010783894918859005
Crop,84,88,167,0.00873544067144394,0.008476056158542633
Crop,84,88,168,0.009567387402057648,0.00906288344413042
Crop,84,88,169,0.008874098770320415,0.007738154847174883
Crop,84,88,170,0.008874098770320415,0.008115637116134167
Crop,84,88,171,0.008458125405013561,0.007145419251173735
Crop,84,88,172,0.004714365117251873,0.004866720177233219
Crop,84,88,173,0.004298391751945019,0.004861382767558098
Crop,84,88,174,0.007764836307615042,0.0047758216969668865
